status,slug,document_title,regulator,jurisdiction,issued_date,source_url,primary_category,red_flag_count,output_file,extracted_at
downloaded,,Indicators of suspicious activity — Banking sector,AUSTRAC,Australia,Current,https://www.austrac.gov.au/industry-and-business/education-and-resources/publications-and-resources/indicators-suspicious-activity-banking-sector,AML/CTF indicators — banks,,,
downloaded,,Indicators of suspicious activity — Securities and derivatives sector,AUSTRAC,Australia,Current,https://www.austrac.gov.au/industry-and-business/education-and-resources/publications-and-resources/indicators-suspicious-activity-securities-and-derivatives-sector,AML/CTF indicators — securities,,,
downloaded,,Internet Organised Crime Threat Assessment (IOCTA 2025),Europol,European Union,2025,https://www.europol.europa.eu/publication-events/main-reports/internet-organised-crime-threat-assessment-iocta-2025,Cybercrime,,,
downloaded,,Iran Ballistic Missile Procurement Advisory,OFAC,United States,2023,https://ofac.treasury.gov/media/932336/download,Iran proliferation,,,
downloaded,,KoFIU AML/CFT Framework and Annual Reports,KoFIU,South Korea,Various,https://www.kofiu.go.kr/eng/main.do,AML/CFT framework / SAR statistics (KR),,,
downloaded,,ML/TF Indicators — Financial Entities,FINTRAC,Canada,Updated,https://fintrac-canafe.canada.ca/guidance-directives/transaction-operation/indicators-indicateurs/fin_mltf-eng,All ML/TF,,,
downloaded,,ML/TF Indicators — MSBs,FINTRAC,Canada,Updated,https://fintrac-canafe.canada.ca/guidance-directives/transaction-operation/indicators-indicateurs/msb_mltf-eng,MSB,,,
downloaded,,ML/TF Indicators — Real Estate,FINTRAC,Canada,Updated,https://fintrac-canafe.canada.ca/guidance-directives/transaction-operation/indicators-indicateurs/real_mltf-eng,Real estate,,,
downloaded,,ML/TF Indicators — Virtual Currency,FINTRAC,Canada,Updated,https://fintrac-canafe.canada.ca/guidance-directives/transaction-operation/indicators-indicateurs/vc_mltf-eng,Crypto,,,
downloaded,,ML/TF Through the Real Estate Sector,FATF,Supranational,2007,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Moneylaunderingandterroristfinancingthroughtherealestatesector.html,Real estate,,,
downloaded,,ML/TF/PF Risk Assessments — Sectoral and National,MAS,Singapore,2024+,https://www.mas.gov.sg/regulation/anti-money-laundering/ml-tf-pf-risk-assessments,National,,,
downloaded,,"MONEYVAL Typology Reports — Virtual Assets, Online Gambling, Real Estate (collection)",MONEYVAL,Council of Europe (39 jurisdictions),Various,https://www.coe.int/en/web/moneyval/activities/typologies,Cross-jurisdictional ML/TF typologies,,,
downloaded,,Master Direction — KYC,RBI,India,Updated 2023,https://www.rbi.org.in/Scripts/BS_ViewMasterDirections.aspx?id=11566,KYC/CDD,,,
downloaded,,Money Laundering Regulations 2007: Anti-Money Laundering Compliance in the Money Service Business Sector,HMRC,United Kingdom,2018,https://assets.publishing.service.gov.uk/media/5cdd76ebe5274a774d84148a/Anti-money_laundering__compliance_in_the_MSB_sector.pdf,MSBs / agent networks,,,
downloaded,,Money Laundering in Australia National Risk Assessment,AUSTRAC,Australia,2024,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-assessments,National,,,
downloaded,,Money laundering guidance for money service businesses,HMRC,United Kingdom,2014/Current,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/348648/Money-laundering-guidance-for-money-service-businesses.pdf,MSB / CDD / agent supervision,,,
downloaded,,National RA on ML/TF/PF (English),AMLO,Thailand,2022,https://www.amlo.go.th/amlo-intranet/media/k2/attachments/NRAYThailandYforYPublicationYEnglish_6112.pdf,National,,,
downloaded,,National Strategic Assessment of Serious and Organised Crime 2025,NCA,United Kingdom,2025,https://www.nationalcrimeagency.gov.uk/images/campaign/NSA/PDFs/NSA%202025%20Website%20-%20PDF%20Version%20v1.0.pdf,SOC threats / illicit finance / cyber / fraud,,,
downloaded,,North Korea Sanctions Advisory (Updated): Addressing North Korea's Illicit Shipping Practices,OFAC,United States,2019,https://ofac.treasury.gov/media/16506/download?inline=,DPRK sanctions evasion / maritime,,,
downloaded,,North Korea Sanctions Advisory: Sanctions Risks Related to North Korea's Shipping Practices,OFAC,United States,2018,https://ofac.treasury.gov/media/7726/download?inline=,DPRK sanctions evasion / maritime,,,
downloaded,,Notice 626 — Prevention of ML and CFT (Banks),MAS,Singapore,2025,https://www.mas.gov.sg/regulation/notices/notice-626,All ML/TF,,,
downloaded,,OFSI Cryptoassets Threat Assessment,OFSI,United Kingdom,2025,https://www.gov.uk/government/publications/sanctions-compliance-in-the-cryptoassets-sector-threat-assessment,Cryptoasset sanctions evasion,,,
downloaded,,OFSI Financial Services Threat Assessment,OFSI,United Kingdom,2025,https://assets.publishing.service.gov.uk/media/67f3f2467ed82b90fcf5bffc/OFSI_Financial_Services_Threat_Assessment_Report.pdf,Russia sanctions evasion / FS sector,,,
downloaded,,OFSI Legal Services Threat Assessment,OFSI,United Kingdom,2025,https://assets.publishing.service.gov.uk/media/6835e2f4214f7f554cf6932a/OFSI_Legal_Services_Threat_Assessment.pdf,Russia sanctions evasion / legal sector,,,
downloaded,,Operational Alert: Laundering of Proceeds of Online Child Sexual Exploitation (Project Shadow),FINTRAC,Canada,2025,https://fintrac-canafe.canada.ca/intel/operation/exploitation-eng,OCSE,,,
downloaded,,Operational Alert: Professional ML through Trade & MSBs,FINTRAC,Canada,2019,https://fintrac-canafe.canada.ca/intel/operation/oai-ml-eng,PML/TBML,,,
downloaded,,Operational Alert: Underground Banking Schemes (Project Athena),FINTRAC,Canada,2022,https://fintrac-canafe.canada.ca/intel/operation/ml-rec-eng,Underground banking,,,
downloaded,,Operational Alert: Updated HT for Sexual Exploitation (Project Protect),FINTRAC,Canada,2021,https://fintrac-canafe.canada.ca/intel/operation/oai-hts-2021-eng,Human trafficking,,,
downloaded,,Payment Transparency Standards,Wolfsberg,Supranational,Oct 2023,https://www.gleif.org/lei-solutions/featuring-the-lei/cross-border-payments/wolfsberg-group-payment-transparency-standards-2023.pdf,Payments transparency,,,
downloaded,,Price Cap Coalition Advisory for Maritime Oil Industry,OFAC,United States,2023,https://ofac.treasury.gov/media/932166/download?inline,Russia oil,,,
downloaded,,Proliferation Financing in Australia NRA,AUSTRAC,Australia,2022,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-assessments,PF,,,
downloaded,,RBA Guidance for the Real Estate Sector,FATF,Supranational,2022,https://www.fatf-gafi.org/en/publications/Fatfrecommendations/Guidance-rba-real-estate-sector.html,Real estate,,,
downloaded,,Red Alert: Exporting High Risk Goods,NCA / NECC,United Kingdom,2023,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/687-necc-red-alert-exporting-high-risk-goods/file,Sanctions evasion / dual-use goods / Russia,,,
downloaded,,Red Alert: Financial Sanctions Evasion Typologies — Russian Elites and Enablers,NCA / NECC + OFSI,United Kingdom,2022,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/605-necc-financial-sanctions-evasion-russian-elites-and-enablers/file,Russia sanctions evasion / kleptocracy,,,
downloaded,,Red Alert: Gold-based Financial and Trade Sanctions Circumvention,NCA / NECC,United Kingdom,2023,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/679-necc-red-alert-gold-sanctions-circumvention/file,Gold sanctions evasion / Russia,,,
downloaded,,Regulatory Notice 19-18 (Suspicious Activity Monitoring),FINRA,United States,2019,https://www.finra.org/rules-guidance/notices/19-18,Securities AML,,,
downloaded,,SAMA Anti-Money Laundering and Counter-Terrorist Financing Rules,SAMA / AMLPC,Saudi Arabia,Current,https://www.sama.gov.sa/en-US/Laws/BankingRules/Anti-Money%20Laundering%20and%20Counter-Terrorist%20Financing%20Rules.pdf,AML/CTF for Saudi FIs,,,
downloaded,,SARs Glossary Codes and Reporting Routes,NCA / UKFIU,United Kingdom,2022,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/635-sars-glossary-codes-and-reporting-routes/file,SAR reporting,,,
downloaded,,SARs Reporter Booklet (April 2024),NCA / UKFIU,United Kingdom,2024,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/714-sars-reporter-booklet-april-2024-v0-3/file,SAR best practice / case studies,,,
downloaded,,SARs in Action (Issue 31) — UKFIU magazine,NCA / UKFIU,United Kingdom,2025,https://www.nationalcrimeagency.gov.uk/who-we-are/publications/749-sars-in-action-issue-31/file,SAR best practice / UKFIU operations,,,
downloaded,,Sanctions Compliance Guidance for the Virtual Currency Industry,OFAC,United States,2021,https://ofac.treasury.gov/media/913571/download?inline,Crypto sanctions,,,
downloaded,,Sectoral RA — Advocate Profession,PPATK,Indonesia,2022,https://www.ppatk.go.id/backend/assets/images/publikasi/1658219051_.pdf,Lawyers,,,
downloaded,,Sound Management of Risks Related to ML and TF,BIS / Basel Committee,Supranational,2020,https://www.bis.org/bcbs/publ/d505.htm,All ML/TF,,,
downloaded,,Strengthening AML/CFT Controls of DPT Service Providers,MAS,Singapore,2022,https://www.mas.gov.sg/-/media/MAS/Regulations-and-Financial-Stability/Regulations-Guidance-and-Licensing/Payment-Service-Providers/Strengthening-AMLCFT-Controls-of-Digital-Payment-Token-Service-Providers.pdf,Crypto,,,
downloaded,,Strengthening Controls — Misuse of Legal Persons & Complex Structures,MAS,Singapore,2023,https://www.mas.gov.sg/regulation/guidance/amlcft-controls-on-risks-of-misuse-of-legal-persons-arrangements-and-complex-structures,Shell companies/BO,,,
downloaded,,Superannuation Sector Threat Update,AUSTRAC,Australia,2024,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-assessments,Superannuation,,,
downloaded,,Terrorism Financing in Australia NRA,AUSTRAC,Australia,2024,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/risk-assessments,TF,,,
downloaded,,Trade Finance Principles (with 2019 Amendment for Open Account and FI Trade Loans),Wolfsberg Group / ICC / BAFT,Global,2017 (2019 amendment),https://library.iccwbo.org/content/tfb/pdf/trade-finance-principles-2019-amendments-wolfsberg-icc-baft-final.pdf,Trade finance / FCC,,,
downloaded,,Trade-Based Money Laundering (foundational),FATF,Supranational,2006,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Trade-basedmoneylaundering.html,TBML,,,
downloaded,,Trade-Based Money Laundering: Trends and Developments,FATF,Supranational,2020,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Trade-based-money-laundering-trends-and-developments.html,TBML,,,
downloaded,,Typologies and Case Studies Report,AUSTRAC,Australia,2007–2014,https://www.austrac.gov.au/industry-and-business/education-and-resources/publications-and-resources/typologies-paper-austrac-money-laundering-and-terrorism-financing-indicators,All ML/TF,,,
downloaded,,Updated Advisory on Potential Sanctions Risks for Facilitating Ransomware Payments,OFAC,United States,2021,https://ofac.treasury.gov/media/912981/download?inline,Ransomware sanctions,,,
downloaded,,Updated Guidance for Foreign Financial Institutions on E.O. 14114,OFAC,United States,2023/24,https://ofac.treasury.gov/media/932436/download,Russia FFI sanctions,,,
downloaded,,VASP Reporting User Manual (RFIs),FIU-IND,India,2023,https://fiuindia.gov.in/pdfs/quicklinks/User_Manual_VASP.pdf,Crypto,,,
not_downloaded,,ACPR Lignes directrices LCB-FT (AML/CFT Guidelines) — collection,ACPR (Banque de France),France,Various,https://acpr.banque-france.fr/page-tableau-filtre/lignes-directrices,AML/CFT guidance for French FIs,,,
not_downloaded,,"AML, CTF and Sanctions Module of the DFSA Rulebook (AML)",DFSA,UAE — DIFC,Current,https://dfsaen.thomsonreuters.com/sites/default/files/net_file_store/AML_VER21_05-2024.pdf,AML/CTF for DIFC firms,,,
not_downloaded,,AML/CFT/CPF and TFS for FIs Policy Document,BNM,Malaysia,2024,https://www.bnm.gov.my/-/policy-document-on-anti-money-laundering-countering-financing-of-terrorism-and-targeted-financial-sanctions-for-financial-institutions-aml/cft-and-tfs-for-fis-,All ML/TF,,,
not_downloaded,,AML/CFT/CPF for DNFBPs and NBFIs,BNM,Malaysia,2024,https://amlcft.bnm.gov.my/AMLCFT07.html,DNFBPs,,,
not_downloaded,,Annual Report and Typology Reports (Vol. I & II — Focus Enabler),MROS (fedpol),Switzerland,2025,https://www.fedpol.admin.ch/dam/fedpol/en/data/kriminalitaet/geldwaescherei/mros-typologiebericht-2025-e.pdf.download.pdf/mros-typologiebericht-2025-e.pdf,All ML/TF,,,
not_downloaded,,Anti-Money Laundering and Countering the Financing of Terrorism Guidelines for the Financial Sector,Central Bank of Ireland,Ireland,2021/Current,https://www.centralbank.ie/docs/default-source/regulation/how-we-regulate/anti-money-laundering-and-countering-the-financing-of-terrorism/legislation/anti-money-laundering-and-countering-the-financing-of-terrorism-guidelines-for-the-financial-sector.pdf,AML/CFT general guidance / FIs,,,
not_downloaded,,Auslegungs- und Anwendungshinweise (AuA 3.0),BaFin,Germany,2025,https://www.bafin.de/SharedDocs/Downloads/DE/Auslegungsentscheidung/dl_ae_auas_gw.pdf,All ML/TF,,,
not_downloaded,,Beneficial Ownership and Transparency of Legal Arrangements,FATF,Supranational,2024,https://www.fatf-gafi.org/en/publications/Fatfrecommendations/Guidance-Beneficial-Ownership-Transparency-Legal-Arrangements.html,BO,,,
not_downloaded,,Best Practices on Combating Abuse of NPOs,FATF,Supranational,2023,https://www.fatf-gafi.org/en/publications/Fatfrecommendations/Best-practices-NPOs-recommendation-8.html,NPO,,,
not_downloaded,,CRF Annual Report and Typology summaries (collection),CRF (Cellule de Renseignement Financier),Luxembourg,Various,https://justice.public.lu/fr/organisation-justice/cellule-renseignement-financier/publications.html,ML/TF typologies (LU),,,
not_downloaded,,CTIF-CFI Annual Reports and Typology Reports (collection),CTIF-CFI,Belgium,Various,https://www.ctif-cfi.be/en/publications,ML/TF typologies (BE),,,
not_downloaded,,Catálogos Ejemplificativos de Operaciones de Riesgo,SEPBLAC,Spain,Updated,https://www.sepblac.es/en/about-money-laundering-and-terrorist-financing/risk-operations-examples-catalogue,All ML/TF,,,
not_downloaded,,Comprehensive Update on Terrorist Financing Risks,FATF,Supranational,Jul 2025,https://www.fatf-gafi.org/content/dam/fatf-gafi/publications/Comprehensive-Update-on-Terrorist-Financing-Risks-2025.pdf.coredownload.inline.pdf,TF,,,
not_downloaded,,Correspondent Banking Due Diligence Questionnaire (CBDDQ) v1.4 and Financial Crime Compliance Questionnaire (FCCQ) v1.2,Wolfsberg Group,Global,2023,https://wolfsberg-group.org/news/36,Correspondent banking DD / FCC,,,
not_downloaded,,Crowdfunding for Terrorism Financing,FATF,Supranational,2023,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Crowdfunding-for-terrorism-financing.html,TF/Crowdfunding,,,
not_downloaded,,"DIA AML/CFT Sector Risk Assessments — DNFBPs (real estate, accountants, lawyers, TCSPs, high-value dealers, NBDTs)",DIA,New Zealand,Various,https://www.dia.govt.nz/AML-CFT-Risk-Assessments,Sector RA — DNFBPs,,,
not_downloaded,,Dear CEO Letter — Annex I Firms AML Failings,FCA,United Kingdom,2024,https://www.fca.org.uk/publication/correspondence/dear-ceo-letter-anti-money-laundering-controls-annex-1-financial-institutions.pdf,AML,,,
not_downloaded,,Disposiciones de Carácter General a que se refiere el Artículo 115 de la Ley de Instituciones de Crédito,CNBV,Mexico,Various (current consolidated text),https://www.cnbv.gob.mx/Normatividad/Disposiciones%20de%20car%C3%A1cter%20general%20a%20que%20se%20refiere%20el%20art%C3%ADculo%20115%20de%20la%20Ley%20de%20Instituciones%20de%20Cr%C3%A9dito.pdf,CDD/EDD / KYC / suspicious operations / banking,,,
not_downloaded,,EU Serious & Organised Crime Threat Assessment (SOCTA 2025),Europol,European Union,2025,https://www.europol.europa.eu/publication-events/main-reports/eu-socta-2025,SOC,,,
not_downloaded,,Ethnically or Racially Motivated Terrorism Financing,FATF,Supranational,2021,https://www.fatf-gafi.org/content/dam/fatf-gafi/reports/Ethnically-or-racially-motivated-terrorism-financing.pdf,TF/ERMW,,,
not_downloaded,,European Union Terrorism Situation and Trend Report (TE-SAT) 2024,Europol,European Union,2024,https://www.europol.europa.eu/cms/sites/default/files/documents/Europol_TE-SAT_2024_0.pdf,Terrorism / TF,,,
not_downloaded,,Evaluación Nacional de Riesgos de LD/FT (ENR 2020) — most recent publicly available,UIF (SHCP) — Government of Mexico,Mexico,2020,https://www.gob.mx/cms/uploads/attachment/file/543419/ENR_2020.pdf,National risk assessment,,,
not_downloaded,,FATF International Cooperation Handbook (collection),FATF,Global,Various,https://www.fatf-gafi.org/en/topics/internationalcooperation.html,International cooperation / asset recovery,,,
not_downloaded,,FCG — Detecting and Stopping Ransomware,AUSTRAC,Australia,2022,https://www.austrac.gov.au/sites/default/files/2022-04/AUSTRAC_FCG_DetectingAndReportingRansomware_FINAL.pdf,Ransomware,,,
not_downloaded,,FCG — Disaster Support Payments,AUSTRAC,Australia,2023,https://www.austrac.gov.au/sites/default/files/emergency-disaster.pdf,Disaster fraud,,,
not_downloaded,,FCG — Misuse of Payment Text Fields,AUSTRAC,Australia,2023,https://www.austrac.gov.au/sites/default/files/payment-text-fields.pdf,Payments abuse,,,
not_downloaded,,FCG — Preventing Criminal Abuse of Digital Currencies,AUSTRAC,Australia,2022,https://www.austrac.gov.au/sites/default/files/2022-04/AUSTRAC_FCG_PreventingCriminalAbuseOfDigitalCurrencies_FINAL.pdf,Crypto,,,
not_downloaded,,FFFS 2017:11 — Regulations regarding measures against money laundering and terrorist financing,Finansinspektionen,Sweden,2017/Updated,https://www.fi.se/en/published/regulations/2017/201711-regulations-regarding-measures-against-money-laundering-and-terrorist-financing,AML/CFT for Swedish FIs,,,
not_downloaded,,FIN-FSA Regulations and guidelines 2/2024 (or current) — Customer due diligence and prevention of ML/TF,FIN-FSA,Finland,2024/Current,https://www.finanssivalvonta.fi/en/regulation/regulatory-framework/anti-money-laundering/regulations-and-guidelines,AML/CFT for Finnish FIs,,,
not_downloaded,,"FINMA Circular 2016/7 ""Video and online identification"" + AMLO-FINMA + Annex on KYC/EDD",FINMA,Switzerland,Various,https://www.finma.ch/en/documentation/finma-circulars,AML / CDD / video-ID / EDD,,,
not_downloaded,,FIU-Netherlands Annual Reviews and Typology Bulletins (collection),FIU-Netherlands,Netherlands,Various,https://www.fiu-nederland.nl/en/publications,ML/TF typologies (NL),,,
not_downloaded,,FMA AML/CFT Circulars (Rundschreiben) — collection,FMA Austria,Austria,Various,https://www.fma.gv.at/en/cross-sectoral-topics/prevention-of-money-laundering-and-terrorist-financing/circulars,AML/CFT for Austrian FIs,,,
not_downloaded,,FMA AML/CFT Monitoring Insights and Sector Reports,FMA New Zealand,New Zealand,Various,https://www.fma.govt.nz/business/services/aml-cft/monitoring,AML monitoring / capital markets,,,
not_downloaded,,Financial Crime Guide — Combating the Sexual Exploitation of Children for Financial Gain,AUSTRAC,Australia,2022,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/combating-sexual-exploitation-children-financial-gain,OCSE / payment indicators,,,
not_downloaded,,Financial Flows from Human Trafficking,FATF,Supranational,2018,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Human-trafficking.html,Human trafficking,,,
not_downloaded,,Financial Sanctions General Guidance,OFSI (HM Treasury),United Kingdom,2024,https://assets.publishing.service.gov.uk/government/uploads/system/uploads/attachment_data/file/Financial_Sanctions_Guidance.pdf,Sanctions,,,
not_downloaded,,Financing of Recruitment for Terrorist Purposes,FATF,Global,2018,https://www.fatf-gafi.org/content/dam/fatf-gafi/reports/Financing-Recruitment-for-Terrorism.pdf,TF / recruitment,,,
not_downloaded,,Finanstilsynet AML/CFT Circulars (collection),Finanstilsynet,Norway,Various,https://www.finanstilsynet.no/en/topics/anti-money-laundering/circulars,AML/CFT for Norwegian FIs,,,
not_downloaded,,GIIF Annual Report on Activities (Sprawozdanie z działalności),GIIF,Poland,Various,https://www.gov.pl/web/finanse/sprawozdania-z-dzialalnosci-giif,AML/CFT statistics / typologies (PL),,,
not_downloaded,,Guidance on the Provision of Banking Services to Fiat-backed Stablecoin Issuers,Wolfsberg Group,Global,2025,https://wolfsberg-group.org/news/guidance-on-the-provision-of-banking-services-to-fiat-backed-stablecoin-issuers,Stablecoins / digital assets,,,
not_downloaded,,Guidance to Address Illicit Shipping and Sanctions Evasion Practices,OFAC,United States,2020,https://ofac.treasury.gov/media/912486/download?inline,Maritime evasion (DPRK/Iran/Syria),,,
not_downloaded,,Guideline on AML/CFT (Authorized Institutions),HKMA,Hong Kong,2023,https://www.hkma.gov.hk/media/eng/doc/key-information/guidelines-and-circular/guideline/Guideline_on_AML-CFT_(for_AIs)_eng_May%202023.pdf,All ML/TF,,,
not_downloaded,,Guideline on Wwft and Sanctions Act,DNB,Netherlands,2020+,https://www.dnb.nl/media/chqnfjjh/leidraad-wwft-sw-eng.pdf,All ML/TF,,,
not_downloaded,,Guidelines for AML/CFT (FIs),FSA Japan,Japan,2024,https://www.fsa.go.jp/en/news/2024/aml_cft_guidelines.html,All ML/TF,,,
not_downloaded,,Guidelines on ML/TF Risk Factors (EBA/GL/2021/02),EBA,European Union,2021,https://www.eba.europa.eu/regulation-and-policy/anti-money-laundering-and-countering-financing-terrorism/revised-guidelines-money,All ML/TF,,,
not_downloaded,,IMPA Reporting Guidelines for Financial Asset Service Providers and Currency Service Providers,IMPA,Israel,Current,https://www.gov.il/en/departments/general/impa-reporting-guidelines,AML/CFT reporting / VASPs,,,
not_downloaded,,Illicit Financial Flows from Cyber-enabled Fraud,FATF,Supranational,2023,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Illicit-financial-flows-cyber-enabled-fraud.html,Cyber fraud,,,
not_downloaded,,Indicators of suspicious activity — Life insurance sector,AUSTRAC,Australia,Current,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/indicators-suspicious-activity-life-insurance-sector,AML/CTF indicators — life insurance,,,
not_downloaded,,Indicators of suspicious activity — Non-bank lenders and financiers,AUSTRAC,Australia,Current,https://www.austrac.gov.au/business/how-comply-guidance-and-resources/guidance-resources/indicators-suspicious-activity-non-bank-lenders-and-financiers,AML/CTF indicators — non-bank lending,,,
not_downloaded,,Indicators of suspicious activity — Online betting and on-course bookmaker sectors,AUSTRAC,Australia,Current,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/indicators-suspicious-activity-online-betting-agencies-sector,AML/CTF indicators — gambling/betting,,,
not_downloaded,,Indicators of suspicious activity — Remittance service providers,AUSTRAC,Australia,Current,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/indicators-suspicious-activity-remittance-service-providers-sector,AML/CTF indicators — remittance,,,
not_downloaded,,Indicators of suspicious activity — Superannuation sector,AUSTRAC,Australia,Current,https://www.austrac.gov.au/business/how-comply-and-report-guidance-and-resources/guidance-resources/indicators-suspicious-activity-superannuation-sector,AML/CTF indicators — superannuation,,,
not_downloaded,,"JMLSG Guidance — Part I (Generic guidance for the UK financial sector) — June 2023, updated August 2025",JMLSG,United Kingdom,2025,https://www.jmlsg.org.uk/wp-content/uploads/2025/09/JMLSG-Guidance-Part-I_June-2023-updated-Aug-2025.pdf,Risk-based AML / CDD / monitoring,,,
not_downloaded,,"JMLSG Guidance — Part II (Sectoral guidance for retail/private/corporate banking, asset management, life insurance, etc.) — June 2023, revised September 2023",JMLSG,United Kingdom,2023,https://www.jmlsg.org.uk/wp-content/uploads/2023/09/JMLSG-Guidance-Part-II_June-2023_revised-Sept-2023.pdf,Sectoral AML,,,
not_downloaded,,"JMLSG Guidance — Part III (Specialist guidance, including transparency in electronic payments and equivalent markets)",JMLSG,United Kingdom,Various,https://www.jmlsg.org.uk/wp-content/uploads/2023/05/JMLSG-Guidance_Part-III.pdf,Wire transfers / payment transparency,,,
not_downloaded,,Jahresbericht der FIU 2023 (Annual Report) and Typologien-Papier,FIU Germany (Zoll),Germany,Various,https://www.zoll.de/DE/FIU/Fachliche-Informationen/Typologien/typologien_node.html,ML/TF typologies / SAR analytics,,,
not_downloaded,,Joint Statement on Risk-Focused BSA/AML Supervision,Fed/OCC/FDIC/NCUA,United States,2019,https://www.federalreserve.gov/newsevents/pressreleases/files/bcreg20190705a1.pdf,Risk-based approach,,,
not_downloaded,,Kajian Tipologi TPPU/TPPT/PPSPM,BI/PPATK,Indonesia,2021,https://www.bi.go.id/id/publikasi/kajian/Documents/Kajian-Tipologi-Kasus-TPPU-TPPT-PPSPM-Tahun-2021.pdf,All ML/TF,,,
not_downloaded,,ML from Environmental Crime,FATF,Supranational,2021,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Money-laundering-from-environmental-crime.html,Environmental,,,
not_downloaded,,"ML/TF Indicators — Securities Dealers, Casinos, Accountants, Life Insurance, BC Notaries",FINTRAC,Canada,Updated,https://fintrac-canafe.canada.ca/guidance-directives/transaction-operation/indicators-indicateurs/1-eng,DNFBPs,,,
not_downloaded,,ML/TF Risk Assessment of Legal Persons in Singapore,ACRA,Singapore,2024,https://www.acra.gov.sg/docs/default-source/default-document-library/corporate-service-providers/money-laundering-and-terrorism-financing-risk-assessment-of-legal-persons.pdf,Shell companies/BO,,,
not_downloaded,,Major Banks RA,AUSTRAC,Australia,2021,https://www.austrac.gov.au/business/how-comply-guidance-and-resources/guidance-resources/major-banks-australia-risk-assessment-2021,Banking,,,
not_downloaded,,Master Circular for Stock Brokers — Guidelines on AML Standards and CFT / Obligations of Securities Market Intermediaries,SEBI,India,2024,https://www.sebi.gov.in/legal/master-circulars/aug-2024/master-circular-on-anti-money-laundering-aml-standards-and-combating-the-financing-of-terrorism-cft-obligations-of-securities-market-intermediaries_85843.html,AML / securities markets,,,
not_downloaded,,Misuse of Citizenship and Residency by Investment,FATF,Supranational,2023,https://www.fatf-gafi.org/en/publications/Methodsandtrends/Misuse-citizenship-residency-investment.html,CBI/RBI,,,
not_downloaded,,"Money Laundering Regulations: HMRC AML Supervision (sector pages — MSBs, ASPs, TCSPs, Estate Agents, HVDs, Art Market Participants, Letting Agents, Trust or Company Service Providers)",HMRC,United Kingdom,Various / Current,https://www.gov.uk/government/collections/money-laundering-regulations-2017-supervision-by-hmrc,Sector-specific AML / supervision,,,
not_downloaded,,Money Laundering through the Football Sector,FATF,Global,2009,https://www.fatf-gafi.org/content/dam/fatf-gafi/reports/ML%20through%20the%20Football%20Sector.pdf.coredownload.pdf,ML / sport / football,,,
not_downloaded,,National Inherent Risk Assessment,Department of Finance Canada,Canada,2015/2023,https://www.canada.ca/en/department-finance/programs/financial-sector-policy/anti-money-laundering-anti-terrorist-financing.html,National,,,
not_downloaded,,National Risk Assessment ML/TF and Quarterly Typology Reports,FIU NZ (NZ Police),New Zealand,Various,https://www.police.govt.nz/about-us/structure/teams-and-units/financial-intelligence-unit/quarterly-typology-reports,NRA / typologies (NZ),,,
not_downloaded,,National Risk Assessment of ML/TF,HM Treasury,United Kingdom,2020,https://assets.publishing.service.gov.uk/media/63c1a5dee90e07076ce40b1e/NRA_2020_v1.2_FOR_PUBLICATION.pdf,National,,,
not_downloaded,,National Strategic Assessment of Serious and Organised Crime 2024,NCA,United Kingdom,2024,https://www.nationalcrimeagency.gov.uk/images/campaign/NSA/2024/NSA_2024_Website_-_PDF_Version_1.pdf,SOC threats / illicit finance / cyber / fraud,,,
not_downloaded,,Non-profit organisations and terrorism financing red flag indicators (2018) and NPO Regional Risk Assessment,AUSTRAC + AMBD + PPATK + AMLO,Australia,2018,https://www.austrac.gov.au/sites/default/files/2019-06/npo-red-flag-indicators.pdf,NPO TF abuse,,,
not_downloaded,,OFAC Alert: Sanctions Risk for Engaging with Iranian Petroleum and Petrochemical Trade — Teapot Refineries,OFAC,United States,2025,https://ofac.treasury.gov/recent-actions/20250320,Iran sanctions / shadow oil trade,,,
not_downloaded,,Operational Alert: Capital Markets ML,FINTRAC,Canada,2018,https://fintrac-canafe.canada.ca/intel/operation/oai-cm-eng,Securities,,,
